url,text
https://www.cornyn.senate.gov/content/news/cornyn-schumer-had-choose-between-manchin%E2%80%99s-secret-sweetheart-deal-or-keeping,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesIn order to get the Senior Senator from West Virginia to vote for his reckless tax-and-spending bill, the Majority Leader promised to attach permitting reform to the government funding bill.""It will not succeed. Then Senator Schumer, the Majority Leader, will have a choice -- pass a clean funding bill to keep the lights on, to keep government open, or shut down the government over their reckless tax-and-spending spree deal cut behind closed doors last summer.""""Fast forward to today when that deal falls apart this evening, he'll need to abandon his secret deal with Senator Schumer. For our country's sake, I hope the Majority Leader and Senator Manchin won't shut down the government.""WASHINGTON – Prior to Majority Leader Schumer’s announcement, U.S. Senator John Cornyn (R-TX) discussed the impact of Sen. Manchin’s secret permitting reform deal being included in the government funding bill that will be voted on this evening. Excerpts of Sen. Cornyn’s remarks are below, and video can be found here.“We're just three days from the end of the fiscal year, and the Democrat-controlled Senate has yet to pass a single appropriations bill. No funding for our military, no funding for veterans services, no funding for border security. Nothing.”“In order to get the Senior Senator from West Virginia to vote for his reckless tax-and-spending bill, the Majority Leader promised to attach permitting reform to the government funding bill.” “The bill doesn't come even close to delivering the real commonsense changes that were promised. The provisions meant to speed up the approval process for new projects lack teeth…”“On top of that, it's a power grab by the federal regulatory, energy regulatory commission, granting them unprecedented authority to force electric transmission lines on states.”“It will not succeed. Then Senator Schumer, the Majority Leader, will have a choice -- pass a clean funding bill to keep the lights on, to keep government open, or shut down the government over their reckless tax-and-spending spree deal cut behind closed doors last summer.”“If you'll remember, a couple of months ago at the same time he professed publicly and privately that the disastrous radical tax-and-spending spree bill was dead, the Senior Senator from West Virginia was negotiating a sweetheart deal in secret. Unbeknownst to Republicans and, by the way, unbeknownst to all Democrats other than the Majority Leader.”“Fast forward to today when that deal falls apart this evening, he'll need to abandon his secret deal with Senator Schumer. For our country's sake, I hope the Majority Leader and Senator Manchin won't shut down the government.”Contact Senator Cornyn ©2022 Senator John Cornyn   |   PrivacyProcessing..."
https://www.cornyn.senate.gov/content/news/cornyn-op-ed-america%E2%80%99s-immigration-crisis-has-bipartisan-solution,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesIn the last year, U.S. Customs and Border Protection logged more than 2.3 million illegal border crossings. This has led to not only a humanitarian crisis, but also a dire security breakdown.""Despite the magnitude of this crisis, this trajectory can be changed. In fact, if the Biden Administration wanted to take the first step, it wouldn’t have to look far."" WASHINGTON —U.S. Senator John Cornyn (R-TX) authored the following op-ed in the Dallas Morning News about his Bipartisan Border Solutions Act amid the growing crisis along the southern border: America’s immigration crisis has a bipartisan solutionSenator John CornynDallas Morning NewsSeptember 25, 2022https://www.dallasnews.com/opinion/commentary/2022/09/25/americas-immigration-crisis-has-a-bipartisan-solution/ “Migrants used to run from us. Now they run to us.”This is the new reality for Border Patrol agents who are on the front lines of America’s unprecedented border crisis.In the last year, U.S. Customs and Border Protection logged more than 2.3 million illegal border crossings. This has led to not only a humanitarian crisis, but also a dire security breakdown. When agents are changing diapers instead of patrolling the border, it creates a gateway for dangerous drugs and criminals to sneak across.In the past year, CBP has seized more than 645,000 pounds of illegal drugs, including nearly 13,600 pounds of the deadly synthetic opioid fentanyl, which is killing Americans at an alarming rate. Meanwhile, the cartels that traffic both drugs and migrants are getting richer by the day.This crisis is not new, and it is not surprising.President Joe Biden ran on the promise of policies that guaranteed this exact scenario, and his administration continues to ignore the obvious crisis on our doorstep. Earlier this month, Vice President Kamala Harris boldly proclaimed, “The border is secure.”Law enforcement, local leaders, nonprofits, landowners and other experts on the ground in Texas will attest that her claim is patently false.In July, I led a trip to the Rio Grande Valley with Sen. Ted Cruz to give our Senate colleagues a firsthand look at the deadly scene playing out along our border. We heard stories of young children making the dangerous journey alone, teenagers being recruited to smuggle migrants, and local businesses trying to stay afloat amid safety concerns and significant financial losses. Across the board, every system responding to this crisis is stretched thin and beyond overwhelmed, making it nearly impossible to stop dangerous drugs and individuals from streaming into our country.Despite the magnitude of this crisis, this trajectory can be changed. In fact, if the Biden administration wanted to take the first step, it wouldn’t have to look far.Last year, I introduced the Bipartisan Border Solutions Act with Texas Reps. Tony Gonzales, R-San Antonio, and Henry Cuellar, D-Laredo, and Sen. Kyrsten Sinema, D-Ariz. This bill addresses the growing migrant influx at the border through a number of systemic reforms.One of the biggest strains is migrant processing. The Bipartisan Border Solutions Act will help streamline this system by establishing at least four regional processing centers in high-traffic areas. These facilities will help improve efficiency and coordination between the various government agencies. They will also ensure we don’t have to skip important steps of the process, such as issuing a notice to appear to begin removal proceedings in immigration court, due to a facility running beyond its capacity.This legislation will also ease the strain on immigration courts, which are already battling a backlog more than 1.9 million cases deep. It creates a pilot program to expedite credible fear screenings, one of the first steps of the legal process, and instructs immigration courts to prioritize cases of migrants who arrive during surges. This will ensure those with legitimate claims can be granted asylum without lengthy delays, while also disincentivizing individuals with weak or fabricated asylum claims from attempting the dangerous journey to the border at all.Currently, it can take years for a single immigration case to be adjudicated. With the current surge in migration, the number of cases and the wait times will only continue to grow. It’s in everyone’s best interest to resolve cases fairly and efficiently, and deliver migrants the legal certainty they need to move forward with their lives. To support this goal, our bipartisan bill requires the hiring of hundreds of immigration judge teams, asylum officers, litigation teams, and other staff.This bill makes a number of other common sense changes to alleviate staffing shortages, expand language translation and legal orientation services for migrants, and improve coordination between federal, state and local officials.With busloads of migrants now arriving to places like Washington, D.C., and New York City, maybe the Biden administration will understand that their strategy of inaction is reckless and untenable.Contact Senator Cornyn ©2023 Senator John Cornyn   |   PrivacyProcessing..."
https://www.cornyn.senate.gov/node/6860,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesWASHINGTON – Today, U.S. Senators John Cornyn (R-TX), Chris Coons (D-DE), Lindsey Graham (R-SC), and Amy Klobuchar (D-MN) introduced the Respect for Child Survivors Act, which would improve the treatment of FBI child victim witnesses by requiring trauma-informed experts to be a part of any interview of a victim who reports child abuse or trafficking to the FBI:“It takes tremendous courage for young victims of sexual assault to tell their story and overcome the fear that they may not be taken seriously, may be ignored, or may be wrongfully blamed,” said Sen. Cornyn. “To avoid re-traumatizing victims during the investigation process, it’s imperative we give these individuals the support they need to ensure survivors feel respected during the interview process and abusers are prosecuted to the fullest extent of the law.”“We must provide investigators of child abuse and sexual exploitation with the tools and training to interact sensitively with survivors and witnesses,” said Sen. Coons. “We’ve seen the tragic consequences of mishandled victim interviews that can resurface the trauma of abuse for survivors of these crimes. This bipartisan, bicameral legislation requires the FBI to use multidisciplinary teams of trained professionals in the course of such investigations to ensure the pursuit of justice does not inadvertently cause more harm to the very people the system is trying to protect.”“I applaud Senator Cornyn’s leadership on this issue to correct an egregious wrong committed by certain FBI agents regarding their treatment of victims of sexual abuse,” said Sen. Graham. “Requiring the FBI to use appropriate, tried and true methods to interview child victims will help ensure the FBI’s failure in the Nassar case doesn’t happen again. This legislation will make it clear that we expect better.”“As we work to support survivors of child sexual abuse and trafficking, we need to provide law enforcement with the training and skills they need to investigate these crimes and help victims,” said Sen. Klobuchar. “Our bipartisan legislation will ensure law enforcement officers can partner with child advocacy centers to use the most effective techniques when conducting these critical investigations.”Background:During a Senate Judiciary Committee hearing examining the Inspector General’s Report on the FBI’s Handling of the Larry Nassar investigation last year, retired gymnast and survivor McKayla Maroney shared striking testimony of how she was treated by the FBI personnel who interviewed her. This legislation was formulated with input from child welfare groups to address the mistreatment of child witnesses like those described during that hearing.Under this legislation, victims would be interviewed by those with the expertise to appropriately address and treat their trauma. This bill would require the FBI to use multidisciplinary teams when investigating child sexual abuse cases, child sexual abuse material cases, and child trafficking cases, including in situations where the interviewed victim is no longer a child. These multidisciplinary teams would be composed of appropriate investigative personnel, mental health professionals, medical personnel, family advocacy case workers, child advocacy center personnel, and prosecutors. Members of these teams have expertise in their field, can provide trauma-informed care, and are required to stay current on industry training. The use of these teams would prevent re-traumatizing victims, and the information-sharing and case review provisions would ensure accountability so cases are not dropped or forgotten in the future. Investigations would be reviewed by a multidisciplinary team at regularly scheduled times to share information about case progress, address any investigative or prosecutorial barriers, and ensure victims receive support and needed treatment.This legislation is supported by the Rape Abuse & Incest National Network, the National District Attorneys Association, Army of Survivors, the National Children’s Alliance, Keep Kids Safe, Together for Girls, Darkness to Light, the Monique Burr Foundation for Children, the Survivors Network of those Abused by Priests (SNAP), and the Brave Movement.Contact Senator Cornyn ©2022 Senator John Cornyn   |   PrivacyProcessing..."
https://www.cornyn.senate.gov/content/news/video-cornyn-biden-administration-also-transporting-migrants-us-cities,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesCommunities in my state of Texas have struggled to carry the weight of President Biden's border crisis, and nobody seemed to care. But the moment the burden reached the liberal enclaves of Manhattan and Martha's Vineyard, the outrage machine fired up.""The Biden Administration has a history of transporting migrants to cities far from the U.S.-Mexico border.""""The mayors of Washington, D.C. and New York City, and Chicago for that matter, have shown that the weight of this crisis is extraordinarily heavy, and they are only experiencing a tiny fraction of what Texas communities have faced every day.""WASHINGTON – Today on the floor, U.S. Senator John Cornyn (R-TX) discussed the Democrats’ newfound outrage at the transportation of migrants to liberal enclaves like Washington D.C., New York City, and Chicago despite the Biden Administration’s history of transporting migrants to U.S. cities far from the southern border. Excerpts of Sen. Cornyn’s remarks are below, and video can be found here. “Communities in my state of Texas have struggled to carry the weight of President Biden's border crisis, and nobody seemed to care. But the moment the burden reached the liberal enclaves of Manhattan and Martha's Vineyard, the outrage machine fired up.” “You can imagine two million migrants showing up on your border, what the strain on local health systems is like, what the strain on emergency response services.”“The burden of this crisis should not fall on our border communities.”“The leaders of these cities have made it clear that they would welcome migrants with open arms. They self-designate as a sanctuary city.”“But when they show up on a bus in Washington, D.C., or Chicago, or New York, they howl like a dog that's been hit with a rock.”“In fact, the Biden Administration has been doing it all along.”“The Biden Administration has a history of transporting migrants to cities far from the U.S.-Mexico border.”“The mayors of Washington, D.C. and New York City, and Chicago for that matter, have shown that the weight of this crisis is extraordinarily heavy, and they are only experiencing a tiny fraction of what Texas communities have faced every day.”Contact Senator Cornyn ©2023 Senator John Cornyn   |   PrivacyProcessing..."
https://www.cornyn.senate.gov/content/news/photo-cornyn-meets-killeen-isd-leadership,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesWASHINGTON – U.S. Senator John Cornyn (R-TX) met today with Killeen Independent School District Superintendent Dr. John Craft, Deputy Superintendent Megan Bradley, and Board of Trustees Brett Williams and Susan Jones to discuss their priorities for the school year. See photo attached and below.This image is in the public domain, but those wishing to do so may credit the Office of U.S. Senator John Cornyn.Senator John Cornyn, a Republican from Texas, is a member of the Senate Finance, Intelligence, and Judiciary Committees.Contact Senator Cornyn ©2023 Senator John Cornyn   |   PrivacyProcessing..."
https://www.cornyn.senate.gov/content/news/cornyn-colleagues-introduce-bill-prevent-foreign-adversaries-influencing-us-policy,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesWASHINGTON – U.S. Senators John Cornyn (R-TX), Sheldon Whitehouse (D-RI), Bill Hagerty (R-TN), Deb Fischer (R-NE), and Marco Rubio (R-FL) today introduced the Preventing Adversary Influence, Disinformation and Obscured Foreign Financing Act (PAID OFF Act), which would help closeForeign Agents Registration Act registration loopholes that allow unregistered agents of foreign adversaries to lobby in the United States:“To stop back-alley attempts by our enemies to influence American policymaking, it’s critical we close the loopholes allowing the worst offenders to spend millions of dollars on disinformation campaigns in the U.S.,” said Sen. Cornyn. “This legislation would prevent adversaries like China and Russia from ‘ghost-lobbying’ by requiring foreign agents to register and disclose political activity to the Department of Justice.”“Corrupt foreign adversaries like Vladimir Putin exploit every weakness available to undermine the core American values of transparency and the rule of law,” said Sen. Whitehouse. “Our bill would shore up America’s defenses by closing a glaring loophole in our foreign agent reporting system.  I’m pleased to join this important bipartisan effort.”“For too long, exemptions in U.S. law have allowed many persons in the United States who are paid to actively promote the interests of Communist China and other strategic adversaries to avoid registering as foreign agents,” said Sen. Hagerty. “I’m pleased to co-sponsor the Preventing Adversary Influence, Disinformation, and Obscured Foreign Financing Act to end these exemptions. As nations like Communist China seek to exert new forms of foreign interference and malign influence in our democracy, laws governing the registration of foreign agents must keep pace with this evolving threat to U.S. national security.”“I’m pleased to join this strong, bipartisan bill against foreign adversaries meddling in our legislative process,” said Sen. Fischer. “China, Russia, and other adversaries tirelessly seek to undermine our national interests and influence U.S. policy in their favor. Our legislation will stop individuals working for foreign powers from skirting disclosure laws that identifies them as such.”“Federal law should not provide protection for entities who are willing to do business with our enemies,” said Sen. Rubio. “If a lobbyist or consultant wants to work with our adversaries to subvert American interests, we deserve to know about it. Our bill would ensure U.S. law no longer provides cover for these corrupt cronies.”Background:The Foreign Agents Registration Act (FARA) has not been amended since the 1990s, and the law has not kept up with modern foreign adversary influence campaigns using commercial activities and registration loopholes as subterfuge to spread disinformation. Currently, agents representing foreign adversaries are able to avoid FARA registration by taking advantage of the commercial activities and Lobbying Disclosure Act(LDA) exemptions to avoid disclosing their lobbying efforts to the DOJ. This legislation would make it easier for the U.S. government to catch these unregistered agents in the act by removing the commercial activities and LDA registration exemptions that make it easy for foreign agents to lobby for America’s adversaries without having to disclose that they are being paid by a foreign adversary government. Foreign adversaries of the United States are defined by executive order as China, Russia, Iran, North Korea, Cuba, and the Maduro regime.Contact Senator Cornyn ©2023 Senator John Cornyn   |   PrivacyProcessing..."
https://www.cornyn.senate.gov/node/6852,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesWill Establish Marfa’s Blackwell School as National Historic Site WASHINGTON – U.S. Senators John Cornyn (R-TX) and Alex Padilla (D-CA) and U.S. Congressman Tony Gonzales (TX-23) released the following statements after the U.S. House of Representatives passed the Blackwell School National Historic Site Act, which would establish the Blackwell School in Marfa, Texas as a National Historic site and become a part of the National Park System: “Understanding how the diverse history of Texas has shaped this nation is crucial for future generations,” said Sen. Cornyn. “The Blackwell School in Marfa, Texas is a symbol of the progress that has been made and what still remains. I applaud the bipartisan work to pass this bill to commemorate Latino history and culture, and I look forward to this bill being signed into law.” “We must work together in Congress to paint a more accurate picture of how this country came to be. And that picture is not complete without including the history of Mexican Americans,” said Congressman Gonzales. “For decades, the Blackwell School has been an important piece of history for the City of Marfa, West Texas and Mexican Americans across the country. Establishing the Blackwell School as a National Historic Site will cement its rich, complicated legacy for generations to come.”  “The history preserved in our National Park System helps tell the rich story of our country. However, our national parks and monuments do not yet adequately represent the significant contributions, and often painful history, of diverse communities across the country,” said Sen. Padilla. “I’m proud to see our bill move forward to designate one of just a handful of national park sites commemorating Latino history. I look forward to the President signing this bill to preserve the Blackwell School and carry on the important history it holds as a cornerstone to Mexican heritage.” Background:From 1909 to 1965, the Blackwell School served as the only school for children of Mexican descent in Marfa, Texas to attend. In 2019, the school was listed on the National Register of Historic Places and meets qualifications to become a National Historic Site. If signed into law, this legislation would establish the Blackwell School as one of the few national park sites specifically designated to commemorate Latino history and culture in the United States. Contact Senator Cornyn ©2022 Senator John Cornyn   |   PrivacyProcessing..."
https://www.cornyn.senate.gov/node/6850,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesWASHINGTON – U.S. Senator John Cornyn (R-TX) and U.S. Congressman August Pfluger (TX-11) released the following statements after the U.S. House of Representatives passed the Colonel Charles and JoAnne Powell VA Clinic Act, to rename the San Angelo Community Based Outpatient VA Clinic in San Angelo, Texas to honor the Powell’s lifetime of service to the area: “Colonel Charles and JoAnne Powell are remembered for their remarkable dedication to public service and to West Texas,” said Sen. Cornyn. “Their legacy of community leadership will live on to inspire others who walk through the doors of this VA clinic and I look forward to this bill being signed into law.” “Colonel Powell and JoAnne served our country and the San Angelo community with character and dignity—living their lives completely devoted to the service of others,” said Rep. Pfluger. “Renaming the VA Clinic in San Angelo after these two legends could not be more fitting, as they both passionately supported our military members throughout their entire lives. Our Nation is a better place because of their unparalleled patriotism and love for our country. Now, every veteran who walks in for care at the clinic, and every person in the community who drives by, will be inspired by the service of Charles and JoAnne.” Background:Colonel Charles E. Powell was a Texas native and a 30-year Air Force pilot who volunteered to serve in Vietnam as a Rescue Crew Commander flying 168 combat missions and later served as Commander of the 17th Training Wing at Goodfellow Air Force Base. He was awarded the Distinguished Flying Cross, two Legions of Merit, and the Air Medal with seven Oak Leaf Clusters. After his Air Force career, Colonel Powell served his community as board member for United Way of Texas, Boy Scouts of Southwest Texas, Retired Seniors Volunteer Program, and the San Angelo Chamber of Commerce, earning Citizen of the Year by the San Angelo Chamber of Commerce, the Distinguished Citizen of the Year award from the Boy Scouts of Southwest Texas, and Veteran of the Year at Angelo State University. He also served on Senator Cornyn’s Service Academy Selection Board for more than a decade helping to review applications from Texas students applying for a nomination to U.S. service academies. His wife, JoAnne served as a Congressional District Office Manager and regional staff aide to four local Members of Congress throughout multiple decades of public service. She served on the boards of the Red Cross, Meals for the Elderly, Hospice of San Angelo, and was frequently referred to as “the First Lady of Goodfellow Air Force Base.”  Colonel Powell passed away on July 2, 2020 and JoAnne Powell passed on March 24, 2021. The couple were married for 65 years.Contact Senator Cornyn ©2022 Senator John Cornyn   |   PrivacyProcessing..."
https://www.cornyn.senate.gov/content/news/cornyn-will-democrat-mayors-finally-force-biden-take-border-crisis-seriously,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesIn Texas, because of our proximity to the border, we don't have the luxury of ignoring this problem.""An average of 6,000 migrants cross the southern border every day, and yet the Mayor of Washington, D.C., a self-described sanctuary city, is in panic when 9,400 come to her city.""""Maybe, just maybe, now that this crisis has caught the attention of the mayors of Washington, D.C., New York, and Chicago, maybe the Administration will pay attention to those mayors when they've ignored this problem so far.""WASHINGTON – Today on the floor, U.S. Senator John Cornyn (R-TX) discussed congressional Democrats’ indifference towards the crisis at the southern border and the hope that Democrat mayors outraged with the consequences of the Biden Administration’s immigration policies will push the Democratic Majority to address this issue. Excerpts of Sen. Cornyn’s remarks are below, and video can be found here. “The migration surge at the southern border has been at a crisis level for a year and a half now. Coming from a border state with 1,200 miles of common border with Mexico, we've experienced a disproportionate impact of that humanitarian surge.”“Yet, our Senate Democratic colleagues, who have been in the majority now, who control both the Senate, the House and the White House, have not offered a single piece of legislation or a single response. In Texas, because of our proximity to the border, we don't have the luxury of ignoring this problem.”“It simply is unacceptable for our Senate colleagues or members of the House, who haven't lifted a finger to deal with these problems, to say, ‘Well, this isn't our problem because it's not happening to us.’” “Well, that's why maybe, just maybe, the fact that migrants are showing up in Washington, D.C., New York, and Chicago seem to be getting the attention of others who previously have not lifted a finger or expressed any concerns whatsoever. By the way, the Biden Administration has been shipping and flying migrants into the interior of the United States for the last year and a half.”“An average of 6,000 migrants cross the southern border every day, and yet the Mayor of Washington, D.C., a self-described sanctuary city, is in panic when 9,400 come to her city.”“Maybe, just maybe, now that this crisis has caught the attention of the mayors of Washington, D.C., New York, and Chicago, maybe the Administration will pay attention to those mayors when they've ignored this problem so far. Maybe, just maybe, they'll see that what's happening along our border every day is dangerous, unsustainable, and a problem that we need to work on together to address.”Contact Senator Cornyn ©2022 Senator John Cornyn   |   PrivacyProcessing..."
https://www.cornyn.senate.gov/node/6846,"Please note, the addresses for our Harlingen and Houston offices have changed. Please call the Harlingen office at 956-423-0162 or the Houston office at 713-572-3337 for updated address information.  Return to Newsroom ArticlesWASHINGTON – U.S. Senator John Cornyn (R-TX), along with Senate Republican Leader Mitch McConnell (R-KY) and more than 30 other colleagues, today sent a letter to Attorney General Merrick Garland demanding that U.S. Attorney David Weiss be extended special counsel protections and authorities to conduct the investigation into Hunter Biden:“There is no way of  knowing the entire scope of the investigation, but evidence seems to be mounting that Hunter Biden committed numerous federal crimes, including, but not limited to, tax fraud, money laundering, and foreign-lobbying violations,” the Senators wrote Attorney General Garland.“Given that the investigation involves the President’s son, we believe it is important to provide U.S. Attorney Weiss with special counsel authorities and protections to allow him to investigate an appropriate scope of potentially criminal conduct, avoid the appearance of impropriety, and provide additional assurances to the American people that the Hunter Biden investigation is free from political influence.”“Given the politicization of the DOJ under your watch and the importance of avoiding any appearance of impropriety, the undersigned request that you provide U.S. Attorney Weiss the full protections and authorities of a special counsel.  This is one important action that you can take that will go a long way in restoring faith in our governmental institutions.”Full text of the senators’ letter is here. It was signed by Senators Cornyn, McConnell, Charles Grassley (R-IA), John Thune (R-SD), John Barrasso (R-WY), Joni Ernst (R-IA), Rick Scott (R-FL), Ron Johnson (R-WI), Lindsey Graham (R-SC), James Lankford (R-OK), Tom Cotton (R-AR), Marco Rubio (R-FL), Josh Hawley (R-MO), Mike Lee (R-UT), Steve Daines (R-MT), Ted Cruz (R-TX), James Risch (R-ID), Mike Crapo (R-ID), Cynthia Lummis (R-WY), Thom Tillis (R-NC), Cindy Hyde-Smith (R-MS), James Inhofe (R-OK), Kevin Cramer (R-ND), John Kennedy (R-LA), Roger Marshall (R-KS), Dan Sullivan (R-AK), Shelley Moore-Capito (R-WV), Tim Scott (R-SC), Bill Cassidy (R-LA), Bill Hagerty (R-TN), John Hoeven (R-ND), Marsha Blackburn (R-TN), and Ben Sasse (R-NE).Contact Senator Cornyn ©2023 Senator John Cornyn   |   PrivacyProcessing..."
