url,text
https://www.kaine.senate.gov/press-releases/kaine-statement-on-successful-effort-to-strip-mountain-valley-pipeline-provision-from-funding-bill,"WASHINGTON, D.C. – U.S. Senator Tim Kaine issued the following statement today after successfully pushing to strip an unprecedented provision to greenlight the Mountain Valley Pipeline (MVP) from the government funding bill:“Like so many Virginians, I’m relieved we defeated the attempt to greenlight the Mountain Valley Pipeline without normal administrative and judicial review. Now we can move on and fulfill our responsibility to fund the government.” ###"
https://www.kaine.senate.gov/press-releases/kaine-statement-on-vote-to-exempt-the-mountain-valley-pipeline-from-normal-permitting-rules,"WASHINGTON, D.C. – U.S. Senator Tim Kaine issued the following statement ahead of today’s Senate vote to proceed to a House bill that will be amended to become a continuing budget resolution funding the government through mid-December. The text of the continuing resolution was released at midnight last night and contains a provision exempting the Mountain Valley Pipeline (MVP) from normal permitting processes, eliminating judicial review of key elements of the project, and stripping jurisdiction over any future litigation regarding the MVP away from the United States Court of Appeals for the Fourth Circuit.  “I strongly oppose the Mountain Valley Pipeline provision of this legislation, which would greenlight this pipeline without normal administrative and judicial review and ignore the voices of Virginians. The pipeline runs through Virginia for 100 miles and takes property from landowners, but I was not consulted as a deal was struck to approve it and thus not given an opportunity to share my constituents’ deep concerns. “The proposal is an effort by an energy consortium to rewrite rules of administrative and judicial process just for MVP because it is unhappy with the rulings of a single court. If the MVP owners are unhappy with a court ruling, they should do what other litigants do and appeal. Allowing them to fundamentally change federal law to achieve their goal would surely encourage other wealthy people and companies to try the same. I won’t participate in opening that door to abuse and even corruption.“I will vote against the motion to proceed to this deal and urge my colleagues to do the same. We should pass a continuing resolution that is free of the unprecedented and dangerous MVP deal.” ###"
https://www.kaine.senate.gov/press-releases/kaine-and-colleagues-urge-creation-of-un-special-envoy-to-protect-journalists-worldwide,"Senators call for establishment of new UN Special Envoy to protect journalistsWASHINGTON, D.C. — U.S. Senator Tim Kaine (D-VA) joined Senators Jon Ossoff (D-GA), Thom Tillis (R-NC), and Roy Blunt (R-MO) in calling on U.S. Secretary of State Antony Blinken and the U.S. delegation to the United Nations (UN) to push for the creation of a new Special Envoy of the UN Secretary-General for the Safety of Journalists.“Every day, around the world, courageous journalists regularly put themselves in harm’s way in pursuit of truth and accountability. They accept risks to their lives in service to the public. They are a check on the powerful and those that abuse their authority,” the senators wrote to Seccretary Blinken. “Protecting the freedom and safety of the press to carry on its vital work is a fundamental American value and worthy of promotion on the international stage.”According to Reporters Without Borders, at least 910 journalists have been killed over the last decade, with 488 reporters arbitrarily detained at the end of 2021.The full letter is available here.###"
https://www.kaine.senate.gov/press-releases/kaine-cosponsors-voter-registration-legislation-applauds-early-voting-in-virginia,"WASHINGTON, D.C. – Today, Senator Tim Kaine released the following statement on the first day of early voting in Virginia:“Early voting is easy and convenient, and I’m proud that Virginia makes it so simple for people to cast their ballots ahead of time and not worry about lines on Election Day. Voting should be fast, secure, and simple, regardless of who you are or who you’re voting for, and I hope that we can pass legislation at the federal level to ensure that’s true across the country.”The deadline to register to vote in Virginia is October 17, 2022. Those already registered may vote early in person beginning Friday, September 23, 2022, by bringing an accepted form of voter ID to their registrar’s office.Earlier this week, Kaine cosponsored two pieces of legislation to make it easier for Americans to register to vote and to know their registration status. The Same Day Voter Registration Act would require states to offer same day registration at polling locations on Election Day and during early voting. The Stop Automatically Voiding Eligible Voters Off Their Enlisted Rolls in States (SAVE VOTERS) Act would prohibit states from removing people from their voting rolls unless the state has obtained objective, reliable evidence that a voter is ineligible to vote and establishes notification requirements once a voter is removed. These bills were led by Senator Amy Klobuchar (D-MN).The Same Day Voter Registration Act would: The SAVE VOTERS Act would:Kaine, a former civil rights attorney, has long fought to protect voting rights and expand access to the ballot box. In September 2021, Kaine introduced the Freedom to Vote Act to improve access to the ballot for Americans, advance commonsense election integrity reforms, and protect our democracy from attacks. Kaine is also an original cosponsor of the John Lewis Voting Rights Advancement Act, introduced in October 2021, which would restore safeguards against potential restrictive changes to voting rules after the Supreme Court gutted those protections in its Shelby County decision in 2013. He fought to pass key provisions of these bills in the consolidated Freedom to Vote: John R. Lewis Act, which failed on the Senate floor in January.###"
https://www.kaine.senate.gov/press-releases/warner-and-kaine-announce-over-42-million-in-federal-funding-to-help-virginians-access-affordable-housing,"WASHINGTON, D.C. — Today, U.S. Senators Mark R. Warner and Tim Kaine announced $4,275,080 in federal funding to help more Virginians access affordable housing. The funding will be awarded to Public Housing Authorities (PHAs) across the Commonwealth through the Department of Housing and Urban Development’s (HUD) Incremental Housing Choice Vouchers program.  “Rising rents and home prices are making it harder and harder for Virginians to find affordable housing options,” the senators said. “We’re glad this funding will help more Virginians across the Commonwealth find safe, affordable housing.”The funding is distributed as follows:Housing Choice Vouchers (HCVs) help low-income families, the elderly, and individuals with disabilities afford housing of their choice. These new vouchers are an additional allocation of HCVs and will allow a greater number of Virginians to access safe and decent housing across the Commonwealth.Warner and Kaine, a former fair housing attorney, have long supported efforts to expand affordable housing in the Commonwealth. Earlier this year, the senators announced nearly $115 million for affordable housing in Virginia. They’ve introduced legislation that would address rising home prices, assist first-generation homebuyers, and close widening wealth and homeownership gaps. Kaine has also introduced legislation that would protect veterans and low-income families who use HCVs from discrimination.###"
https://www.kaine.senate.gov/press-releases/kaine-applauds-senate-passage-of-his-bill-to-address-global-malnutrition,"WASHINGTON, D.C. — U.S. Senator Tim Kaine (D-VA), a member of the Senate Foreign Relations Committee (SFRC), applauded unanimous Senate passage of his bipartisan bill to bolster federal efforts and increase coordination to address global malnutrition. The Global Malnutrition Prevention and Treatment Act will authorize the United States Agency for International Development (USAID) to scale up programs and activities to prevent and treat malnutrition globally. After previously passing the House by a strong bipartisan vote, the bill now heads to President Biden for his signature. In addition to Kaine, the legislation was led by Senators Chris Coons (D-DE), Roger Wicker (R-MS), and John Boozman (R-AR). The bill was led in the House of Representatives by Foreign Affairs Committee Chairman Gregory Meeks (D-N.Y.) and Ranking Member Mike McCaul (R-Texas).“The pandemic and Russia’s war on Ukraine have exacerbated global food insecurity, and the United States’ leadership is crucial to the reduction of world hunger,” said Senator Kaine. “The Senate’s unanimous passage of our bipartisan Global Malnutrition Prevention and Treatment Act will help keep starvation at bay for children and families in need across the globe. I urge President Biden to sign this bill into law as quickly as possible.”“The Senate’s passage of the Global Malnutrition Prevention and Treatment Act demonstrates our bipartisan commitment to address malnutrition that leads to the suffering of millions of children across the globe,” said Senator Coons. “As the world recovers from COVID-19 and deals with escalating military conflicts, this bill will help the U.S. lead by example to improve the health of children, mothers, and families around the world. I am delighted that the Senate passed this bill unanimously and look forward to President Biden swiftly signing this bill into law.” “Malnutrition affects millions throughout the world, and it takes a heavy toll on children and expecting mothers,” Senator Wicker said. “The targeted reforms included in the Global Malnutrition Prevention and Treatment Act will increase our ability to address this growing challenge and save lives.” “Passage of this legislation is an important and necessary step to fight global malnutrition and improve coordination with our partners around the world,” Senator Boozman said. “I urge the president to quickly sign this bill into law so we can get help to the children and families who need it most.”The Global Malnutrition Prevention and Treatment Act would:The bill is endorsed by 1,000 Days, Action Against Hunger, Alliance to End Hunger, Bread for the World, CARE, Farm Journal Foundation, Food for the Hungry, Global Health Council, HarvestPlus, Hellen Keller International, InterAction, ONE Campaign, RESULTS, Save the Children, UNICEF USA, and World Vision US.###"
https://www.kaine.senate.gov/press-releases/kaine-and-colleagues-introduce-bipartisan-bill-to-ban-us-recognition-of-any-ukrainian-territory-annexed-by-russia,"WASHINGTON, D.C. — U.S. Senators Tim Kaine (D-VA), Marco Rubio (R-FL), and Dick Durbin (D-IL), as well as a bipartisan group of their colleagues, introduced the Non-Recognition of Russian Annexation of Ukrainian Territory Act, which would require U.S. policy to not recognize any Russian claim of sovereignty over any portion of the internationally recognized territory of Ukraine and prohibit any federal department or agency from taking any action or extending any assistance that implies recognition of Russian claims over Ukraine.The bill’s introduction comes after Vladimir Putin announced plans to hold referendums in four Russian-occupied regions of Ukraine with the goal of annexing these regions into the Russian Federation. Announcing annexation is intended to paint Ukrainian efforts to restore its territorial integrity as aggressive actions against the Russian Federation so as to depress the West’s assistance to Ukraine.“This bill underscores to the international community that the United States’ support for the Ukrainian people and Ukrainian territorial integrity remains unwavering and bipartisan. President Putin must recognize that Ukraine has the same rights as any other sovereign nation. These so-called ‘elections’ are clearly a sham, and are Putin’s most recent effort to erase Ukrainian sovereignty. They’re also yet another sign that Putin grossly underestimated Ukrainian resolve when he launched his invasion. There is only one end to this conflict – Putin must cease his war of aggression against Ukraine,” said Senator Kaine.In addition to Kaine, Rubio, and Durbin, the bill was also cosponsored by Senators Susan Collins (R-ME), Rob Portman (R-OH), Chris Van Hollen (D-MD), John Cornyn (R-TX), Patrick Leahy (D-VT), Lindsey Graham (R-SC), Ben Cardin (D-MD), Joni Ernst (R-IA), Sheldon Whitehouse (D-RI), Chris Coons (D-DE), Tammy Duckworth (D-IL), Bob Casey (D-PA), Tammy Baldwin (D-WI), Angus King (I-ME), Dianne Feinstein (D-CA), Cory Booker (D-NJ), Kirsten Gillibrand (D-NY), Jeff Merkley (D-OR), Patty Murray (D-WA), Bernie Sanders (I-VT), Richard Blumenthal (D-CT), Jack Reed (D-RI), Ed Markey (D-MA), Jeanne Shaheen (D-NH), and John Hickenlooper (D-CO).###"
https://www.kaine.senate.gov/press-releases/kaine-statement-ahead-of-vote-on-legislation-to-ensure-transparency-in-us-elections,"WASHINGTON, D.C. – Today, U.S. Senator Tim Kaine released the following statement ahead of the Senate vote on the Democracy Is Strengthened by Casting Light on Spending in Elections (DISCLOSE) Act, legislation he has cosponsored which would improve transparency around political spending in federal elections:“The DISCLOSE Act is critical legislation to strengthen campaign finance laws to make sure the public knows who is spending money to influence federal elections. While additional reforms are needed to protect the voice of the American people in our democracy, including voting rights and good government measures, this legislation is a step in the right direction,” said Kaine. “The best way to fight dark money spending is with sunlight and full transparency, and the DISCLOSE Act would do so.”Outside group spending in federal elections has skyrocketed since the Supreme Court’s 2010 decision in Citizens United v. FEC. Many of the biggest spenders, such as certain corporations, special interests, and political groups, are not required under current law to disclose their donors, creating hurdles to transparency and making it difficult to understand how dark money is influencing elections.The DISCLOSE Act would improve current law to require organizations and lobbyists spending money in elections to disclose their large donors and certify that they are not using foreign money for election spending. Under current law, foreign nationals and foreign corporations are prohibited from engaging in any election spending, but domestic companies with significant foreign ownership are not subject to the same restrictions. The DISCLOSE Act would also close this loophole and prohibit domestic corporations with significant foreign control, ownership, or direction from spending money in U.S. elections.Senator Kaine has also cosponsored previous versions of this legislation.###"
https://www.kaine.senate.gov/press-releases/kaine-statement-on-bill-text-that-would-exempt-the-mountain-valley-pipeline-from-normal-permitting-rules,"WASHINGTON, D.C. – Today, U.S. Senator Tim Kaine issued the following statement regarding recently released legislative text containing an unprecedented provision to approve the Mountain Valley Pipeline and exempt it from normal administrative and judicial review:“We owe it to Virginians to ensure that any energy project that deeply affects their communities, even to the point of seizing their property, should only proceed following an orderly, fair, and transparent process overseen by energy and environmental agencies. That’s why I agree with the need to reform our broken process for permitting energy infrastructure.  I am receptive to many of the permitting reform provisions announced today, though I believe the reform could be significantly improved by including my Pipeline Fairness, Transparency, and Responsible Development Act to strengthen public input into the permitting process.“However, I cannot support the Mountain Valley Pipeline-related provisions in this legislative text. Over 100 miles of this pipeline are in Virginia, but I was not included in the discussions regarding the MVP provisions and therefore not given an opportunity to share Virginians’ concerns. In that sense, I stand in the same position as many of my constituents who have felt ignored along the way.“Green-lighting the MVP is contrary to the spirit of permitting reform. Such a deliberate action by Congress to put its thumb on the scale and simply approve this project while shutting down opportunities for full administrative or judicial review is at odds with the bipartisan desire to have a more transparent and workable permitting process.  It also contradicts a position I have publicly advocated for many years—that Congress should not be the decider of these projects, but should instead set up an effective administrative permitting system and allow it to work without legislative interference.“I also strongly object to the highly unusual provisions to eliminate any judicial review for key parts of the MVP process and strip jurisdiction away from the United States Court of Appeals for the Fourth Circuit for cases involving the MVP.  The owners of the MVP may be dissatisfied with rulings of the Fourth Circuit; in my 18 years as a civil rights lawyer practicing in the Fourth Circuit, I wasn’t always happy with the Court’s rulings. But a litigant in federal court—rich or poor, individual or company—has appellate remedies if it disagrees with a court ruling. Allowing one party disappointed with the actions of a court to pick a different court, bypass normal administrative processes, and eliminate meaningful judicial review of its project would set a dangerous precedent that could easily lead to abuse and even corruption in the future.“I urge my colleagues to oppose the MVP provisions in the bill text that has been released today. We should enact meaningful permitting reform and then let decisions on the MVP be made on the merits by the agencies we entrust with that responsibility.”Last week, Kaine and Senator Mark R. Warner reintroduced their Pipeline Fairness, Transparency, and Responsible Development Act, legislation to strengthen the public’s ability to evaluate the impacts of and provide input on natural gas pipelines being considered by the Federal Energy Regulatory Commission. They first introduced a version of this legislation in 2017.###"
https://www.kaine.senate.gov/press-releases/kaine-statement-on-passage-of-kigali-treaty,"WASHINGTON, D.C. – Senator Tim Kaine released the following statement on Senate ratification of the Kigali Amendment to the Montreal Protocols (Kigali Treaty), which would curb the use of hydrofluorocarbons, highly potent greenhouse gases that contribute heavily to climate change:“I have long said that we don’t need to choose between fighting climate change and creating jobs—we can use American innovation to do both. I’m proud that, by ratifying the Kigali Treaty, we’re cementing the United States as a world leader on climate while strengthening our economic competitiveness with countries like China. We can boost American businesses and American manufacturing while also dramatically reducing environmental impacts.”The Kigali Treaty has been agreed to by over 100 countries around the world, and would help the U.S. phase out hydrofluorocarbons (HFCs), which are found in many common household appliances like air conditioners. HFCs are extremely damaging to the atmosphere, and the Kigali Treaty aims to reduce HFC consumption by over 80% by 2047. This would avoid up to 0.9°F (0.5°C) of warming by the end of the 21st century. This treaty would also promote investment and innovation by opening U.S. companies to markets for HFC alternatives overseas.###"
